Intel Pentium G4520 (lga 1151), 95, 10, LGA1151, 1
Intel Core i5 7400 (lga 1151), 178, 10, LGA1151, 0
AMD Ryzen 5 1400 (AM4), 176, 10, AM4, 1
Intel i5 7600K (lga 1151), 222, 10, LGA1151, 1
Intel i5 7600 (lga 1151), 211, 10, LGA1151, 0
Intel i7 7700 (lga 1151), 313, 10, LGA1151, 0
AMD Ryzen 7 1800x (AM4), 425, 10, AM4, 1
Intel i7 6950x (lga 2011), 1571, 10, LGA2011, 1
